list_name,local_work_id,canonical_title,document_type,mapping_status,mapping_confidence,primary_identifier_type,primary_identifier,ol_work_key,openlibrary_action,local_pdf_count,local_paths_json
DOTS Europa & Estados Unidos,OLP-61DE92D2F42ACDEE,Columbia Heights Public Realm Framework,planning-document,AUTHORITY_MAPPED,1.000,url,https://planning.dc.gov/page/columbia-heights-public-realm-framework-plan-and-columbia-heights-revitalization-information,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Columbia Heights case.pdf""]"
DOTS Europa & Estados Unidos,OLP-D468F8E71EEEE47B,From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas,research-brief,AUTHORITY_MAPPED,1.000,url,https://www.brookings.edu/wp-content/uploads/2016/06/20060802_pendall.pdf,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land-use-regulations-USA.pdf""]"
DOTS Europa & Estados Unidos,OLP-F5338AD4F9D7F733,"Houses, Apartments, and the Incidence of Property Taxes",article,AUTHORITY_MAPPED,1.000,doi,10.1080/10511482.2006.9521558,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/property tax sprawl hpd_1701_goodman.pdf""]"
DOTS Europa & Estados Unidos,OLP-6B0811BB45EC551C,Infrastructure Financing Options for Transit-Oriented Development,report,AUTHORITY_MAPPED,1.000,url,https://www.epa.gov/smartgrowth/infrastructure-financing-options-transit-oriented-development,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD-infrastructure-financing-report-2013.pdf""]"
DOTS Europa & Estados Unidos,OLP-0D1DB5E59906057D,"Land Lines, January 2010",serial-issue,AUTHORITY_MAPPED,1.000,url,https://www.lincolninst.edu/publications/issues/land-lines-january-2010/,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1743_963_Land Lines January 2010.pdf""]"
DOTS Europa & Estados Unidos,OLP-8B1BF0C7C27E77D4,"Land Lines, July 2008",serial-issue,AUTHORITY_MAPPED,1.000,url,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1411_727_Final July 2008 07.pdf""]"
DOTS Europa & Estados Unidos,OLP-52AE7BAAEDA02162,Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale,report,AUTHORITY_MAPPED,1.000,isbn_13,9789291679270,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land use europe technical_report_9_2007.pdf""]"
DOTS Europa & Estados Unidos,OLP-2C883D684EF40067,Measuring Equity in Transit-Oriented Development: Application to Affordable Housing,capstone,AUTHORITY_MAPPED,1.000,url,https://digitalcollections.sit.edu/capstones/2811/,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Measuring Equity in Transit-Oriented Development_ Application to.pdf""]"
DOTS Europa & Estados Unidos,OLP-4D08149D47FDE1D1,The ABC Location Policy in the Netherlands: The Right Business at the Right Place,report,AUTHORITY_MAPPED,1.000,url,https://www.gov.wales/sites/default/files/publications/2018-10/application-of-accessibility-methodologies-to-land-use-planning.pdf,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/abc dutch planning.pdf""]"
DOTS Europa & Estados Unidos,OLP-6DB7EA4A07773151,The reshaping of land use and urban form in Denver through transit-oriented development,journal-article,AUTHORITY_MAPPED,1.000,doi,10.1016/j.cities.2012.08.007,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Journal cities 2012 TOD Denver 1-s2.0-S0264275112001527-main.pdf""]"
DOTS Europa & Estados Unidos,OLP-3A816D5673C1F420,The Simple Way to End Land Hoarding,newspaper-article,AUTHORITY_MAPPED,1.000,url,https://www.labourland.org/land-value-tax-in-the-news/,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/LAND TAX Jerry Jones M Star 1 Feb 06.pdf""]"
DOTS Europa & Estados Unidos,OLP-299F89CBC82F9688,"TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods",report,AUTHORITY_MAPPED,1.000,url,https://ctod.org/pdfs/2007TODCaseStudies.pdf,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/2007TODCaseStudies.pdf""]"
DOTS Europa & Estados Unidos,OLP-16F8F195029B6B73,"Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development",report,AUTHORITY_MAPPED,1.000,doi,10.17226/14077,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD tcrp_rpt_95c17.pdf""]"
DOTS Europa & Estados Unidos,OLP-E0E07EC9B49B55E4,WMATA Transit-Oriented Development in Maryland,presentation,AUTHORITY_MAPPED,1.000,url,https://planning.maryland.gov/Documents/Our-Engagement/773/2013/WMATA-TOD-Presentation072213.pdf,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/WMATA-TOD-Presentation072213.pdf""]"
DTS,OLP-1C12A5D3A6B92C23,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",planning-document,AUTHORITY_MAPPED,1.000,url,https://www.sdp.gov.co/micrositios/pot/documentos,,CREATE_RECORD_CANDIDATE,7,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo28-guia_formulacion_actuaciones_estrategicas.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo29-actuacion_estrategica_reverdecer_sur.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroi_componente_general.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroii_componente_urbano.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiii_componente_rural_0.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiv_instrumentos_072021.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_librov_programasproyectos_072021.pdf""]"
Otras políticas relacionadas,OLP-76065316FC05F191,Estrategia Nacional de Transporte Sostenible,report,AUTHORITY_MAPPED,1.000,url,https://mintransporte.gov.co/publicaciones/10754/transporte-sostenible/,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Otras políticas relacionadas/05-Agosto-2022 Estrategia Nacional de Transporte Sostenible_V6.pdf""]"
Planeación territorial,OLP-CC8F084DD3C010C8,Driving and the built environment,book,OPENLIBRARY_LINKED,0.995,openlibrary_work,/works/OL15596836W,/works/OL15596836W,READY_TO_ADD,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/TRB-landuse-VMT.pdf""]"
Planeación territorial,OLP-B3302690A6C0BC48,Integrating land use and transport planning,report,AUTHORITY_MAPPED,1.000,isbn_13,9780478287462,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport planning New Zealand.pdf""]"
Planeación territorial,OLP-F38EF1AE1F13DEDF,Land Use and Transport: Research and Policy Challenges,article,AUTHORITY_MAPPED,1.000,doi,10.1016/S0966-6923(02)00041-8,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport challenges for research and policy making.pdf""]"
PMMS Bogota 2023,OLP-5D625A487C75BB25,"Decreto 497 de 2023, por el cual se adopta el Plan de Movilidad Sostenible y Segura (PMSS) para Bogotá Distrito Capital y se dictan otras disposiciones",legal-document,AUTHORITY_MAPPED,1.000,url,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=150400,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/Decreto 497 de 2023 Alcaldía Mayor de Bogotá, D.C_.pdf""]"
PMMS Bogota 2023,OLP-851F027880085BA7,Documento Técnico de Soporte del Plan de Movilidad Sostenible y Segura de Bogotá D.C.,planning-document,AUTHORITY_MAPPED,1.000,url,https://www.movilidadbogota.gov.co/plan-de-movilidad-sostenible-y-segura,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/DTS.pdf""]"
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),OLP-3CE347587191A2BF,Guidelines for a National DOTS Policy in Colombia,report,AUTHORITY_MAPPED,1.000,url,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,,CREATE_RECORD_CANDIDATE,2,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Executive_Summary.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Resumen Ejecutivo.pdf""]"
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),OLP-3DEF9668126812ED,Informe 3: Diagnóstico del marco de política en Colombia para el desarrollo de proyectos DOTS,report,AUTHORITY_MAPPED,1.000,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Diagnóstico del marco de política para proyectos DOTS en Colombia .pdf""]"
Proyectos DOTS,OLP-0F372063BFF2D071,Centro San Bernardo – Plan Parcial,web-capture,AUTHORITY_MAPPED,1.000,url,https://renobo.com.co/es/proyectos/centro-san-bernardo-plan-parcial,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Plan_Parcial_San_Bernardo.pdf""]"
Proyectos DOTS,OLP-ACA53318940E8516,Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili,presentation,AUTHORITY_MAPPED,1.000,local_work,OLP-ACA53318940E8516,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Cali.pdf""]"
Proyectos DOTS,OLP-0EAB8D955B5ACAB5,Estación Calle 26 – Estudio DOT: reporte final. Estructuración de un modelo de transacción para movilizar financiamiento privado en apoyo a la estrategia de Desarrollo Orientado al Transporte Público de la Primera Línea del Metro de Bogotá,report,AUTHORITY_MAPPED,1.000,local_work,OLP-0EAB8D955B5ACAB5,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/2021_estudio_DOT_Metro_de_Bogota.pdf""]"
Proyectos DOTS,OLP-9B101C515AEDDC0F,NS-127 – Colombia TOD NAMA: NAMA seeking support for implementation,registry-record,AUTHORITY_MAPPED,1.000,url,https://www4.unfccc.int/sites/PublicNAMA/_layouts/un/fccc/nama/NamaSeekingSupportForImplementation.aspx?ID=67,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_NAMA_Colombia.pdf""]"
Proyectos DOTS,OLP-677C7DA09DD3A7D4,Resolución 0958 de 2023: Directrices para la formulación de la Actuación Estratégica Chucua La Vaca,legal-document,AUTHORITY_MAPPED,1.000,local_work,OLP-677C7DA09DD3A7D4,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Resolucion_0958_DOT_Villa_Nelly.pdf""]"
Proyectos DOTS,OLP-00C26896F1C3DC3A,TOD NAMA Manizales: Renace el Centro,presentation,AUTHORITY_MAPPED,1.000,url,https://manizales.gov.co/wp-content/uploads/Informe-Manizales-M%C3%A1s-Oportunidades-2016-2019.pdf,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Manizales.pdf""]"
Recomendaciones de política- DOTS,OLP-59D9B227F6C05028,Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas de Desarrollo Orientado al Transporte Sostenible (DOTS) en Colombia: presentación general del proyecto,presentation,AUTHORITY_MAPPED,1.000,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP-Findeter_Politica DOTS_Presentación Gral Proyecto.pdf""]"
Recomendaciones de política- DOTS,OLP-3CE347587191A2BF,Guidelines for a National DOTS Policy in Colombia,report,AUTHORITY_MAPPED,1.000,url,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf""]"
Recomendaciones de política- DOTS,OLP-690A7AD934DBA8E5,Informe 2: El deber ser de la política DOTS,report,AUTHORITY_MAPPED,1.000,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Deber Ser Política V2 FINAL.pdf""]"
Smart Growth,OLP-831BDA6824661132,Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse,report,AUTHORITY_MAPPED,1.000,url,https://cityobservatory.org/wp-content/uploads/2015/08/Cortright_Driven_Apart_2010.pdf,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Driven Apart How sprawl is lengthening our commutes and why misleading mobility measures.pdf""]"
Smart Growth,OLP-4B3C557A93EC2F6F,"Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities",report,AUTHORITY_MAPPED,1.000,url,https://opd.gov.mp/library/smart-safe-growth/economic-development-and-smart-growth/iedc-2006-economic-development-and-smart-growth.pdf,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart_Growth-econdev.pdf""]"
Smart Growth,OLP-52B97CE4C2372AD2,Effect of Smart Growth Policies on Travel Demand,report,AUTHORITY_MAPPED,1.000,isbn_13,9780309272889,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart Growth vs travel demand - SHRP2_S2-C16-RR-1.pdf""]"
Smart Growth,OLP-F5E0D959F74918D5,Growing Cooler: The Evidence on Urban Development and Climate Change,book,OPENLIBRARY_LINKED,1.000,openlibrary_work,/works/OL16560037W,/works/OL16560037W,READY_TO_ADD,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/landuse-globalwarming-GrowingCooler9-18-07small.pdf""]"
Smart Growth,OLP-9180F5907316D4A5,Legislature Takes Aim at Urban Sprawl and Global Warming,newspaper-article,AUTHORITY_MAPPED,1.000,url,https://www.latimes.com/archives/la-xpm-2008-aug-21-me-sprawl21-story.html,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/LA law to taclke sprawl and global warming.pdf""]"
Smart Growth,OLP-03CE311C8C8C265E,"Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments",report,AUTHORITY_MAPPED,1.000,url,https://www.epa.gov/sites/default/files/documents/smart_growth_and_economic_success.pdf,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/smart growth - economic_success.pdf""]"
Smart Growth,OLP-7F9A83380D52F964,Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs,report,AUTHORITY_MAPPED,1.000,url,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100B4BC.TXT,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/TRB-smart_growth_guide.pdf""]"
Smart Growth,OLP-C76EFDCDC70133F6,Sprawling Cities Getting Hotter Faster,news-article,AUTHORITY_MAPPED,1.000,url,https://www.livescience.com/archive/2010/06,,EXTERNAL_OR_LOCAL_ONLY,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Sprawling Cities Getting Hotter.pdf""]"
Smart Growth,OLP-E86B2F0A2638878F,This is smart growth,book,OPENLIBRARY_LINKED,0.938,openlibrary_work,/works/OL24074484W,/works/OL24074484W,READY_TO_ADD,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart-growth-this-is-smart-growth.pdf""]"
Teoria DOTS,OLP-85ED539CECC428C7,Transforming Cities with Transit,journal-article,OPENLIBRARY_LINKED,0.995,openlibrary_work,/works/OL27350490W,/works/OL27350490W,READY_TO_ADD,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/World Bank transit book 2013.pdf""]"
Teoria DOTS,OLP-E31F959FB1C02D84,Transforming the Urban Space through Transit-Oriented Development: The 3V Approach,book,AUTHORITY_MAPPED,1.000,doi,10.1596/26405,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf""]"
Teoria DOTS,OLP-95A003A24DBB91FF,Transit-Oriented Development (TOD) and Employment,report,AUTHORITY_MAPPED,1.000,url,https://trid.trb.org/View/1111817,,CREATE_RECORD_CANDIDATE,1,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/TODandEmploymentFINALMay2011.pdf""]"
